0,2,0,0,0,0,0.721662,1.8847449,2.0408292,4.5337033,-45.63276,-0.92975557,-0.26810613,-0.0375795,0.000000
0,2,0,0,0,0,0.483191,1.9247495,2.1772614,5.358396,26.237234,-1.3913236,7.9052324,0.035826895,0.000000
0,2,0,0,0,0,0.326246,1.4725485,1.8950438,4.054712,-3.8256502,-1.9300601,-35.144516,1.3916417,0.000000
0,2,0,0,0,0,0.268701,1.7934377,1.9866103,4.617087,68.28643,-1.4561003,3.640037,0.17386474,0.000000
0,2,0,0,0,0,0.220660,1.5722324,1.8700571,4.0991926,39.87015,-1.6538901,5.171089,0.059783205,0.000000
1,2,0,0,0,0,0.710677,1.7873282,2.0179422,4.4768515,-45.489456,-1.0119302,-0.31631342,-0.023707416,0.000000
1,2,0,0,0,0,0.457057,1.9503224,2.181256,5.2312174,26.405672,-1.3770076,7.8816013,0.015361396,0.000000
1,2,0,0,0,0,0.339111,1.6188979,1.9237568,4.5122986,40.50376,-1.6408947,5.216242,0.037441052,0.000000
1,2,0,0,0,0,0.250205,1.612711,1.9763162,4.473368,40.80413,-1.6163363,1.2791684,-0.22013433,0.000000
1,2,0,0,0,0,0.223437,1.6343582,1.9616388,4.4496093,-1.8684239,-1.626901,-34.73032,1.0835853,0.000000
1,2,0,0,0,0,0.223361,1.6379223,1.9574177,4.862508,35.760303,-1.7514906,14.658815,-0.0050599296,0.000000
1,2,0,0,0,0,0.204218,1.6859782,1.9122247,4.35792,62.050743,-1.640081,6.9443665,0.0656988,0.000000
1,2,0,0,0,0,0.201501,3.4816303,2.991662,19.627617,-58.51243,-0.06409502,14.1608,-0.012419949,0.000000
1,2,0,0,0,0,0.200277,1.7710631,1.9872699,4.497647,68.533745,-1.6660162,2.925284,-0.041702956,0.000000
2,2,0,0,0,0,0.669339,1.7807202,2.020273,4.545596,-45.542923,-1.0123408,-0.29478002,-0.11479494,0.000000
2,2,0,0,0,0,0.449788,1.8238571,2.0515385,4.696391,26.827955,-1.4313533,7.961375,-0.023872396,0.000000
2,2,0,0,0,0,0.435768,1.5887946,1.9282807,4.4860163,-14.659931,-2.5022259,-31.327366,1.1195929,0.000000
2,2,0,0,0,0,0.389760,1.5690699,1.8930081,4.3558846,40.844627,-1.65102,5.1481075,0.016212288,0.000000
2,2,0,0,0,0,0.220636,1.6805182,1.9588047,4.432177,41.20988,-1.6327258,1.2760942,-0.3293512,0.000000
2,2,0,0,0,0,0.204136,1.6398101,1.9493839,4.714857,35.67795,-1.75708,14.635055,-0.012939172,0.000000
2,2,0,0,0,0,0.201054,3.4544213,2.980696,19.421722,-58.528114,-0.060932994,14.124218,-0.012030056,0.000000
3,2,0,0,0,0,0.722074,1.8659647,2.0284455,4.5747833,-45.618202,-0.9599327,-0.40548706,-0.09164779,0.000000
3,2,0,0,0,0,0.474200,1.5266738,1.890461,4.351838,-17.520948,-2.4020405,-31.223675,1.4381258,0.000000
3,2,0,0,0,0,0.408360,1.9425507,2.1354153,4.9518275,27.222294,-1.2513865,8.217527,0.14170006,0.000000
3,2,0,0,0,0,0.300545,1.6427863,1.9037889,4.3387284,41.38918,-1.5872866,5.271141,0.057697963,0.000000
3,2,0,0,0,0,0.256215,1.7697616,1.994787,4.642804,63.169224,-1.5097497,6.9767623,0.20707923,0.000000
3,2,0,0,0,0,0.219018,1.6521312,1.9747124,5.1525245,34.510406,-1.7744732,14.656409,-0.02264847,0.000000
